 Igor Esau, NERSC,Bergen,Norway, igore@nersc.no, code LESNIC,closure DMM,conditions STANDARD,run 64x64x64,set C9(474-534 min)     
  64
  0.0000000E+00  0.3125000E+01  0.9375000E+01  0.1562500E+02  0.2187500E+02  0.2812500E+02  0.3437500E+02  0.4062500E+02  0.4687500E+02  0.5312500E+02  0.5937500E+02  0.6562500E+02  0.7187500E+02  0.7812500E+02  0.8437500E+02  0.9062500E+02  0.9687500E+02  0.1031250E+03  0.1093750E+03  0.1156250E+03  0.1218750E+03  0.1281250E+03  0.1343750E+03  0.1406250E+03  0.1468750E+03  0.1531250E+03  0.1593750E+03  0.1656250E+03  0.1718750E+03  0.1781250E+03  0.1843750E+03  0.1906250E+03  0.1968750E+03  0.2031250E+03  0.2093750E+03  0.2156250E+03  0.2218750E+03  0.2281250E+03  0.2343750E+03  0.2406250E+03  0.2468750E+03  0.2531250E+03  0.2593750E+03  0.2656250E+03  0.2718750E+03  0.2781250E+03  0.2843750E+03  0.2906250E+03  0.2968750E+03  0.3031250E+03  0.3093750E+03  0.3156250E+03  0.3218750E+03  0.3281250E+03  0.3343750E+03  0.3406250E+03  0.3468750E+03  0.3531250E+03  0.3593750E+03  0.3656250E+03  0.3718750E+03  0.3781250E+03  0.3843750E+03  0.3906250E+03
  0.0000000E+00 -0.2087559E-01 -0.4459995E-01 -0.4782930E-01 -0.4892522E-01 -0.4881811E-01 -0.4771917E-01 -0.4618536E-01 -0.4471166E-01 -0.4251718E-01 -0.4071914E-01 -0.3812623E-01 -0.3563195E-01 -0.3314644E-01 -0.3103680E-01 -0.2887093E-01 -0.2670641E-01 -0.2430857E-01 -0.2131915E-01 -0.1884555E-01 -0.1682929E-01 -0.1451132E-01 -0.1273600E-01 -0.1054942E-01 -0.8584879E-02 -0.6869266E-02 -0.5312175E-02 -0.4015410E-02 -0.3014288E-02 -0.2020796E-02 -0.1373419E-02 -0.1055208E-02 -0.9422341E-03 -0.8945115E-03 -0.7921324E-03 -0.6563536E-03 -0.4900458E-03 -0.4177785E-03 -0.3583301E-03 -0.2947427E-03 -0.2540023E-03 -0.2301407E-03 -0.2098474E-03 -0.1989629E-03 -0.1996824E-03 -0.2027644E-03 -0.2049058E-03 -0.2058721E-03 -0.2050552E-03 -0.1973285E-03 -0.1824786E-03 -0.1651491E-03 -0.1480080E-03 -0.1323637E-03 -0.1176480E-03 -0.1028613E-03 -0.8939713E-04 -0.7956787E-04 -0.7403834E-04 -0.6692659E-04 -0.5749919E-04 -0.4566950E-04 -0.3206198E-04 -0.2009573E-04
 -0.6818576E-01 -0.4617950E-01 -0.2132446E-01 -0.1696444E-01 -0.1452814E-01 -0.1301560E-01 -0.1193169E-01 -0.1091156E-01 -0.9983518E-02 -0.9305968E-02 -0.8735255E-02 -0.8081301E-02 -0.7398251E-02 -0.6744048E-02 -0.6166221E-02 -0.5689563E-02 -0.5230393E-02 -0.4902397E-02 -0.4567712E-02 -0.4235470E-02 -0.3982804E-02 -0.3610508E-02 -0.3204672E-02 -0.2806352E-02 -0.2427428E-02 -0.2062712E-02 -0.1667495E-02 -0.1229932E-02 -0.7954229E-03 -0.4038484E-03 -0.5265046E-04  0.2482494E-03  0.5398187E-03  0.7791078E-03  0.8615048E-03  0.7890091E-03  0.6467423E-03  0.4962827E-03  0.3524186E-03  0.2369937E-03  0.1631565E-03  0.1159359E-03  0.7957929E-04  0.5262495E-04  0.3399513E-04  0.2103910E-04  0.1178449E-04  0.5369802E-05  0.1305313E-05 -0.9037345E-06 -0.1513798E-05 -0.6878684E-06  0.2625874E-06  0.3217075E-06  0.4002022E-07  0.1955916E-06  0.9330999E-06  0.2270825E-05  0.3646895E-05  0.3710056E-05  0.1945194E-05 -0.1364053E-05 -0.4810798E-05 -0.6239608E-05
  0.0000000E+00 -0.1248799E-01 -0.2754966E-01 -0.2790414E-01 -0.2619190E-01 -0.2308531E-01 -0.1940564E-01 -0.1795467E-01 -0.1493295E-01 -0.1230796E-01 -0.1029812E-01 -0.8250499E-02 -0.6743692E-02 -0.4545901E-02 -0.3268669E-02 -0.1443506E-02  0.2235462E-03  0.9797278E-03  0.2004219E-02  0.2523387E-02  0.2702831E-02  0.3274753E-02  0.3595749E-02  0.3620357E-02  0.3512262E-02  0.3416086E-02  0.3352653E-02  0.3042416E-02  0.2611495E-02  0.2091323E-02  0.1545975E-02  0.1053316E-02  0.6915546E-03  0.2383947E-03  0.8331520E-04  0.4676704E-04  0.2641608E-04  0.3530038E-04  0.2811355E-04  0.3719490E-04  0.4419336E-04  0.4820331E-04  0.5146515E-04  0.5135631E-04  0.5028680E-04  0.5052209E-04  0.5210366E-04  0.5391939E-04  0.5570541E-04  0.5560534E-04  0.5345891E-04  0.5023171E-04  0.4682413E-04  0.4406037E-04  0.4110483E-04  0.3795440E-04  0.3517150E-04  0.3236730E-04  0.2977563E-04  0.2543058E-04  0.1968803E-04  0.1313607E-04  0.5083818E-05 -0.4052997E-06
 -0.4783630E-01 -0.3182183E-01 -0.1323367E-01 -0.9352723E-02 -0.7292951E-02 -0.5999363E-02 -0.4939667E-02 -0.4092885E-02 -0.3424484E-02 -0.2761005E-02 -0.2199949E-02 -0.1768481E-02 -0.1319938E-02 -0.9391398E-03 -0.6272622E-03 -0.3526451E-03 -0.1299348E-03  0.1640081E-03  0.3810918E-03  0.5693202E-03  0.7687812E-03  0.9767037E-03  0.1187286E-02  0.1285464E-02  0.1370402E-02  0.1429935E-02  0.1457093E-02  0.1424453E-02  0.1303236E-02  0.1165666E-02  0.1013116E-02  0.8962696E-03  0.8247911E-03  0.6671040E-03  0.3873664E-03  0.1362085E-03 -0.1354117E-04 -0.7787911E-04 -0.8302515E-04 -0.6946904E-04 -0.5569881E-04 -0.4389656E-04 -0.3371381E-04 -0.2478814E-04 -0.1672762E-04 -0.1084724E-04 -0.7073490E-05 -0.4846138E-05 -0.3706221E-05 -0.2973304E-05 -0.2447552E-05 -0.2284640E-05 -0.2259758E-05 -0.1959709E-05 -0.1541650E-05 -0.1511001E-05 -0.1990276E-05 -0.3027665E-05 -0.3902133E-05 -0.3160137E-05 -0.5104861E-06  0.3351242E-05  0.7228903E-05  0.8957811E-05
  0.0000000E+00 -0.4678932E-02 -0.1002394E-01 -0.1059407E-01 -0.1049293E-01 -0.1019850E-01 -0.9872064E-02 -0.9452137E-02 -0.9199538E-02 -0.8743983E-02 -0.8382333E-02 -0.7921112E-02 -0.7503425E-02 -0.6974619E-02 -0.6694013E-02 -0.6243214E-02 -0.5932748E-02 -0.5678700E-02 -0.5068352E-02 -0.4919703E-02 -0.4470173E-02 -0.4100665E-02 -0.3759935E-02 -0.3292720E-02 -0.2991785E-02 -0.2682484E-02 -0.2271872E-02 -0.2014891E-02 -0.1706092E-02 -0.1342571E-02 -0.9083880E-03 -0.6425895E-03 -0.3626492E-03 -0.1263233E-03 -0.9605252E-04 -0.6041531E-04 -0.7107326E-04 -0.2518692E-04 -0.1532011E-04 -0.5642783E-05 -0.1042278E-04 -0.5160543E-05 -0.9050450E-05 -0.4055828E-05  0.2273671E-05  0.3650108E-05  0.2038702E-05 -0.8792964E-06 -0.5773592E-05 -0.1111757E-04 -0.1586710E-04 -0.1901087E-04 -0.2023715E-04 -0.2029605E-04 -0.2032697E-04 -0.1876165E-04 -0.1583237E-04 -0.1061050E-04 -0.5257192E-05 -0.1600170E-05  0.3162045E-06  0.7210764E-06  0.3304448E-06  0.2010472E-06
 -0.1176999E-01 -0.6828467E-02 -0.1220868E-02 -0.3881542E-03 -0.1483319E-03 -0.6218481E-04 -0.3488272E-04 -0.1383575E-04  0.2508844E-04  0.3771664E-04  0.3688675E-04  0.5850805E-04  0.6434472E-04  0.7178217E-04  0.8235346E-04  0.8812619E-04  0.9607610E-04  0.8384835E-04  0.8202554E-04  0.1003282E-03  0.8787659E-04  0.7738858E-04  0.6324334E-04  0.5736203E-04  0.4087267E-04  0.1353085E-04  0.9533466E-05 -0.1653515E-05 -0.1155730E-04 -0.3200248E-04 -0.6880141E-04 -0.1122526E-03 -0.1765032E-03 -0.2127005E-03 -0.1796896E-03 -0.1275065E-03 -0.9041905E-04 -0.6415792E-04 -0.4074920E-04 -0.1991201E-04 -0.8405499E-05 -0.4188119E-05 -0.2405024E-05 -0.1453581E-05 -0.9957236E-06 -0.7659536E-06 -0.6504806E-06 -0.5805807E-06 -0.5164660E-06 -0.4545168E-06 -0.4021933E-06 -0.3741465E-06 -0.3616078E-06 -0.3552103E-06 -0.3499793E-06 -0.3397782E-06 -0.3282375E-06 -0.3160507E-06 -0.3008454E-06 -0.2819931E-06 -0.2723107E-06 -0.2797470E-06 -0.2774479E-06 -0.2677274E-06
  0.0000000E+00  0.8326956E-02  0.2232506E-01  0.2270246E-01  0.2321087E-01  0.2303624E-01  0.2364851E-01  0.2401714E-01  0.2410869E-01  0.2349700E-01  0.2407512E-01  0.2427929E-01  0.2441030E-01  0.2374583E-01  0.2323841E-01  0.2382166E-01  0.2432286E-01  0.2458616E-01  0.2367601E-01  0.2301856E-01  0.2202886E-01  0.2118651E-01  0.2143165E-01  0.2066475E-01  0.1957391E-01  0.1717773E-01  0.1480723E-01  0.1256446E-01  0.9676533E-02  0.6714121E-02  0.2152140E-02 -0.2984994E-02 -0.7032036E-02 -0.8084276E-02 -0.7612110E-02 -0.6228643E-02 -0.4608828E-02 -0.3069507E-02 -0.1455599E-02 -0.7115849E-03 -0.2589824E-03 -0.1338593E-03 -0.7643516E-04 -0.3559859E-04 -0.1066957E-04 -0.9856003E-05 -0.3004480E-04 -0.6214805E-04 -0.9546826E-04 -0.1117264E-03 -0.9055145E-04 -0.3664050E-04  0.1701390E-04  0.3684631E-04  0.2496424E-04 -0.8113387E-05 -0.5988443E-04 -0.1357804E-03 -0.2191484E-03 -0.2926296E-03 -0.3418042E-03 -0.3693606E-03 -0.3611398E-03 -0.2636247E-03
  0.0000000E+00  0.1439258E-05  0.2404862E-04  0.1212857E-04 -0.5273724E-05 -0.9732231E-05 -0.3615395E-05 -0.6347666E-05 -0.1072174E-04 -0.9547403E-05 -0.1394603E-04 -0.1931938E-04 -0.1404811E-04 -0.1045461E-04 -0.1127226E-04 -0.1721291E-04 -0.2500037E-04 -0.2781747E-04 -0.2573768E-04 -0.1852176E-04 -0.1404882E-04 -0.9365985E-05 -0.9503946E-05 -0.1055190E-04 -0.1025401E-04 -0.6964722E-05 -0.9749001E-06  0.3088282E-05  0.4061121E-05  0.3440528E-05  0.2536486E-05  0.5845369E-07 -0.1666398E-05 -0.2361858E-05 -0.1390388E-05 -0.6043383E-06 -0.3932524E-07  0.4868607E-06  0.4706328E-06  0.2969076E-06  0.1801106E-06  0.7467528E-07  0.3278701E-07  0.1341739E-07  0.6604125E-08  0.3157120E-08  0.2128364E-08  0.1951000E-08  0.1327249E-08  0.7103689E-09  0.1949350E-09 -0.2557540E-09 -0.2335244E-09  0.3088743E-09  0.7767674E-09  0.8639146E-09  0.6716594E-09  0.1551719E-09 -0.4069126E-09 -0.5164458E-09 -0.1243078E-09  0.4169107E-09  0.4924758E-09 -0.9713529E-08
  0.0000000E+00  0.2618376E-02  0.1328408E-01  0.1111594E-01  0.1107147E-01  0.9850504E-02  0.8837751E-02  0.8837029E-02  0.7957033E-02  0.7549671E-02  0.6367534E-02  0.5507979E-02  0.4938942E-02  0.3299257E-02  0.2650986E-02  0.1652417E-02  0.5277087E-03 -0.1327636E-02 -0.2739289E-02 -0.3244033E-02 -0.4411019E-02 -0.5773655E-02 -0.7092702E-02 -0.7224918E-02 -0.9136720E-02 -0.1089672E-01 -0.1249351E-01 -0.1428236E-01 -0.1703109E-01 -0.1907334E-01 -0.1972198E-01 -0.1824639E-01 -0.1463933E-01 -0.7933890E-02 -0.3135690E-02 -0.4723857E-03  0.6511488E-03  0.8478205E-03  0.6248880E-03  0.4205132E-03  0.2503670E-03  0.1687515E-03  0.1288324E-03  0.1025268E-03  0.8572843E-04  0.7334849E-04  0.5434831E-04  0.4001869E-04  0.3192086E-04  0.2915293E-04  0.2914433E-04  0.2908367E-04  0.2758857E-04  0.2541667E-04  0.2127088E-04  0.1309414E-04  0.6376832E-05  0.1140061E-04  0.2706230E-04  0.3899927E-04  0.3880767E-04  0.3534787E-04  0.3939989E-04  0.3969085E-04
